ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0002224	toll-like receptor signaling pathway	40/2625	157/18862	8.20049516182569e-05	0.00251919962534008	0.00195607582061221	GFI1/IKBKE/MAPKAPK2/TLR5/SFTPA1/LGR4/BIRC3/SLC15A4/NFKBIA/NOD2/COLEC12/EPG5/LILRA2/RSAD2/PRKCE/RTN4/CASP8/LBP/CD40/IRAK2/RFTN1/PIK3R4/TNIP2/TLR1/FGB/TLR3/F2RL1/AP3B1/IRF1/TNIP1/MAP3K7/ESR1/TRIL/LY96/RIPK2/TLR4/DAB2IP/RPS6KA3/TAB3/DDX3X	40
GO:0002286	T cell activation involved in immune response	31/2625	111/18862	8.20546304802068e-05	0.00251919962534008	0.00195607582061221	SLAMF6/FCER1G/TNFSF18/HLX/NLRP3/GATA3/APBB1IP/MDK/LCP1/RORA/IL4R/TBX21/MALT1/ICAM1/BCL3/EOMES/FOXP1/NFKBIZ/CD86/IL2/IL21/PTGER4/F2RL1/CD74/HLA-DRA/HLA-DRB1/RIPK2/IFNB1/IFNW1/IFNA2/ANXA1	31
GO:0002285	lymphocyte activation involved in immune response	46/2625	189/18862	8.38059550492383e-05	0.00255157687650391	0.00198121569341245	SLAMF6/FCER1G/TNFSF18/HLX/EXO1/NLRP3/GATA3/APBB1IP/MDK/SLC15A4/LCP1/RORA/IL4R/PLCG2/TBX21/THOC1/MALT1/ICAM1/BCL3/ERCC1/MSH6/DOCK10/CD40/PLCL2/EOMES/FOXP1/NFKBIZ/CD86/IL2/IL21/PTGER4/F2RL1/NDFIP1/CD74/HLA-F/HLA-DRA/HLA-DRB1/CCR6/PTK2B/RIPK2/IFNB1/IFNW1/IFNA2/ANXA1/TLR4/VAMP7	46
GO:0097061	dendritic spine organization	25/2625	82/18862	8.39361701394092e-05	0.00255157687650391	0.00198121569341245	EPHB2/ZNF365/CAPRIN1/SHANK2/LRRK2/PPFIA2/SIPA1L1/CHRNA7/IGF1R/ARHGAP44/TANC2/INSR/SHANK1/TANC1/EPHA4/DOCK10/PRNP/TIAM1/KALRN/EPHB1/NLGN1/PDLIM5/HOMER1/RELN/PAK3	25
GO:0050866	negative regulation of cell activation	48/2625	200/18862	8.61711402380586e-05	0.00260667699220127	0.0020239991246834	TNFRSF14/PLA2G2D/RUNX3/GLMN/XCL1/TNFSF18/HLX/IL2RA/PRKG1/DLG5/MDK/SCGB1A1/UBASH3B/CRTAM/PIBF1/LRFN5/IL4R/CX3CL1/ADAMTS18/TBX21/THOC1/LDLR/MERTK/SERPINE2/INPP5D/PRNP/RUNX1/CD200/CD86/CLNK/PDGFRA/BANK1/IL2/TMEM131L/FER/IRF1/NDFIP1/CD74/RIPOR2/HLA-F/HLA-DRB1/GLI3/IDO1/PAG1/CD274/IFNB1/IFNA2/ANXA1	48
GO:0051403	stress-activated MAPK cascade	59/2625	261/18862	8.99509858953171e-05	0.00270391527966234	0.00209950146321469	MAGI3/MAPKAPK2/TRAF5/TGFB2/DUSP10/ERCC6/FAS/HIPK3/MAP4K5/IGF1R/MAPK8IP3/NOD2/MARVELD3/NCOR1/MAP3K3/SERPINB3/XDH/EIF2AK2/MAP4K4/PLCB1/CRKL/IRAK2/ULK4/MIR138-1/CASR/TF/EPHB1/MECOM/MAP3K13/TNIP2/TLR3/ZNF622/PTGER4/F2RL1/SH3RF2/FBXW11/DUSP1/MAPK9/VEGFA/ANKRD6/MAP3K7/GRIK2/TPD52L1/SASH1/MAP3K4/PRKN/MTURN/SEMA3A/WNT16/PTK2B/PBK/RIPK2/TRIB1/SYK/TLR4/TRAF1/DAB2IP/TRAF2/TAB3	59
GO:0030198	extracellular matrix organization	82/2625	393/18862	9.02619587766069e-05	0.00270391527966234	0.00209950146321469	MATN1/COL16A1/CCN1/COL24A1/VCAM1/TNR/TGFB2/CAPN2/ITGA8/COL13A1/SPOCK2/SH3PXD2A/WT1/CD44/MMP20/ADAMTS15/A2M/ADAMTS20/DCN/NTN4/LCP1/COL4A1/COL4A2/SMOC1/THBS1/FBN1/MYO1E/THSD4/LOXL1/ADAMTSL3/ADAMTS17/ADAMTS18/CRISPLD2/MMP28/PECAM1/LAMA1/LAMA3/ICAM1/BCL3/VIT/CLASP1/DPP4/FAP/ITGA6/ITGAV/COL6A3/MMP24/RUNX1/CRTAP/ITGA9/DAG1/ADAMTS9/COL8A1/PHLDB2/OTOL1/PDGFRA/ADAMTS3/FGB/TLL1/ADAMTS12/ITGA1/ADAMTS6/HAPLN1/ADAMTS19/SPINK5/SH3PXD2B/FGFR4/COL23A1/SERPINE1/LAMB1/MMP16/EXT1/COL14A1/HAS2/COL22A1/RIC1/ADAMTSL1/COL15A1/TGFBR1/TNC/GPM6B/TIMP1	82
GO:0048608	reproductive structure development	84/2625	405/18862	9.24756735100148e-05	0.00275229928700763	0.00213707005679515	LHX8/CCN1/RAB13/ASH1L/LHX4/TGFB2/AKR1C3/GATA3/FGFR2/ASCL2/LGR4/WT1/ST14/LRP6/MGST1/VDR/E2F7/KITLG/DCN/TBX3/BRCA2/FOXA1/CYP19A1/SOX8/NUPR1/NOG/BCL2/STK11/C3/ICAM1/ERCC1/SRD5A2/BIRC6/MERTK/INHBB/GLI2/LRP2/SP3/CASP8/FZD5/SERPINE2/BOK/OVOL2/SRC/TFAP2C/BMP7/NRIP1/CRKL/PPARG/EOMES/SMARCC1/ROBO2/SLIT2/RBPJ/PDGFRA/BMPR1B/STOX2/TLR3/BASP1/FST/GDF9/NEUROG1/CTNNA1/HAND1/SLIT3/STC2/BMP6/BAK1/VEGFA/BMP5/RSPO3/ESR1/GLI3/SEMA3A/IMMP2L/STC1/GRHL2/ZFPM2/PTK2/RNF38/ANXA1/TGFBR1/TNC/ATRX	84
GO:0035745	T-helper 2 cell cytokine production	8/2625	13/18862	9.31202727588451e-05	0.00275229928700763	0.00213707005679515	XCL1/DENND1B/NLRP3/GATA3/TBX21/RSAD2/IFNB1/IFNA2	8
GO:1902903	regulation of supramolecular fiber organization	78/2625	370/18862	9.321512736746e-05	0.00275229928700763	0.00213707005679515	CAPZB/WASF2/SPTA1/RGS4/ACTN2/NRP1/ADD3/ARAP1/FCHSD2/EPS8/LIMA1/AVIL/NAV3/CLIP1/WASF3/TJP1/CHRNA7/FMN1/TTBK2/CGNL1/CORO2B/AKAP13/CX3CL1/CDH5/CDC42EP4/SPIRE1/FHOD3/ICAM1/LDLR/ARHGAP35/SHANK1/ROCK2/SPAST/CDC42EP3/PRKCE/CCDC88A/BMP10/CLASP1/PREX1/PFDN4/CDC42EP1/MIR138-1/ATXN7/PHLDB2/PFN2/SLIT2/SLAIN2/AP1AR/SYNPO2/PTGER4/PIK3R1/MAP1B/F2RL1/FER/APC/PFDN1/EDN1/CARMIL1/SNX9/PRKN/SCIN/LIMK1/CCL26/ARPC1B/ARPC1A/MET/MTPN/PTK2B/BAG4/STMN2/KANK1/TMOD1/TGFBR1/LPAR1/CDK5RAP2/GSN/PAK3/TENM1	78
GO:0010595	positive regulation of endothelial cell migration	35/2625	132/18862	9.45494582303634e-05	0.0027652355769648	0.00214711466133507	PIK3CD/PTGS2/AKT3/GATA3/NRP1/SP1/P2RX4/SCARB1/PRKD1/THBS1/BCAS3/MAP3K3/CCBE1/ROCK2/ATOH8/NRP2/RIN2/CD40/FOXP1/PIK3CB/ANXA3/EGF/VEGFC/FGF1/EDN1/VEGFA/SASH1/HDAC9/MET/PTK2B/ADGRA2/FGFR1/ANGPT1/TEK/ANXA1	35
GO:0030879	mammary gland development	35/2625	132/18862	9.45494582303634e-05	0.0027652355769648	0.00214711466133507	CSF1/GATA3/NRG3/FGFR2/BSX/LRP6/SOCS2/OAS2/TBX3/NCOR2/BRCA2/IRS2/FOXB1/PML/NTN1/TNFRSF11A/ARHGAP35/XDH/RTN4/HK2/GLI2/ERBB4/SRC/TGFBR2/ROBO1/KALRN/EGF/PRLR/PAM/RREB1/VEGFA/ESR1/GLI3/NRG1/JAK2	35
GO:0010721	negative regulation of cell development	43/2625	174/18862	9.69497594265357e-05	0.00282206115764694	0.00219123785953123	SKI/RCC2/EPHB2/GBP1/TNR/DUSP10/NRP1/ASCL2/SORL1/DIP2B/RNF6/EDNRB/DICER1/FBN1/PRTG/NTN1/NOG/LDLR/ACTN4/RTN4/BCL11A/FRZB/BMP7/THRB/GORASP1/GSK3B/SEMA5B/RUFY3/PPP3CA/AP1AR/RAPGEF2/EFNA5/CDKL3/CTNNA1/VEGFA/EPHA7/SEMA3C/SEMA3E/SEMA3A/SEMA3D/KANK1/BRINP1/PAEP	43
GO:0043062	extracellular structure organization	82/2625	394/18862	9.87298267043572e-05	0.00286038385254736	0.00222099417424381	MATN1/COL16A1/CCN1/COL24A1/VCAM1/TNR/TGFB2/CAPN2/ITGA8/COL13A1/SPOCK2/SH3PXD2A/WT1/CD44/MMP20/ADAMTS15/A2M/ADAMTS20/DCN/NTN4/LCP1/COL4A1/COL4A2/SMOC1/THBS1/FBN1/MYO1E/THSD4/LOXL1/ADAMTSL3/ADAMTS17/ADAMTS18/CRISPLD2/MMP28/PECAM1/LAMA1/LAMA3/ICAM1/BCL3/VIT/CLASP1/DPP4/FAP/ITGA6/ITGAV/COL6A3/MMP24/RUNX1/CRTAP/ITGA9/DAG1/ADAMTS9/COL8A1/PHLDB2/OTOL1/PDGFRA/ADAMTS3/FGB/TLL1/ADAMTS12/ITGA1/ADAMTS6/HAPLN1/ADAMTS19/SPINK5/SH3PXD2B/FGFR4/COL23A1/SERPINE1/LAMB1/MMP16/EXT1/COL14A1/HAS2/COL22A1/RIC1/ADAMTSL1/COL15A1/TGFBR1/TNC/GPM6B/TIMP1	82
GO:0048568	embryonic organ development	85/2625	412/18862	0.000102001303243565	0.00294135533792542	0.00228386587488789	EPHB2/GRHL3/SYF2/PHACTR4/TAL1/CCN1/TBX15/VANGL2/PBX1/PRRX1/TGFB2/HLX/RYR2/GATA3/COL13A1/FGFR2/ASCL2/ALX4/ST14/TULP3/LRP6/E2F7/KITLG/CHST11/TBX3/SPRY2/SLITRK6/FBN1/NTN1/TBX21/HOXB4/NOG/RPL38/TTC39C/MBD2/TSHZ1/ERCC1/FLT3LG/BIRC6/WDPCP/GLI2/ACVR1/SP3/FRZB/CASP8/FZD5/OVOL2/MAFB/BMP7/RARB/EOMES/TGFBR2/LRIG1/CLRN1/CCDC39/RBPJ/PDGFRA/CXCL8/PDGFC/MEF2C/NEUROG1/POU4F3/NDST1/HAND1/EDN1/RIPOR2/VEGFA/BMP5/MYO6/TBX18/RSPO3/HOXA4/GLI3/COBL/WNT16/INSIG1/SOX17/EYA1/MMP16/GRHL2/ZFPM2/PAX5/TGFBR1/RAD23B/TBX22	85
GO:0002696	positive regulation of leukocyte activation	83/2625	401/18862	0.000109115813836172	0.00313187761480473	0.00243180016931336	TNFRSF14/RUNX3/VCAM1/VAV3/CD2/SPTA1/XCL1/PLA2G4A/SOX13/CD55/HLX/DUSP10/ITPKB/ZP4/NLRP3/IL2RA/GATA3/ZMIZ1/GPAM/MDK/CD5/GAB2/CTSC/ZBTB16/LRRK2/SLC7A1/HSPH1/TNFSF13B/IRS2/THBS1/IL4R/NOD2/PIK3R6/CCL3/TBX21/MALT1/BCL2/CD70/CD177/FLT3LG/GLI2/DPP4/ICOS/INPP5D/SRC/LBP/CD40/RUNX1/TGFBR2/SELENOK/NFKBIZ/CD86/IL12A/TNIP2/IL2/IL21/IL15/IL7R/PIK3R1/F2RL1/AP3B1/MEF2C/CD74/CD83/HLA-F/HLA-E/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CARD11/GLI3/RIPK2/CD274/IL33/ANXA1/SYK/TLR4/STXBP1/CRLF2/SH3KBP1/PAK3/VAMP7	83
GO:1902107	positive regulation of leukocyte differentiation	39/2625	154/18862	0.000114866450494073	0.0032665477695803	0.00253636712417667	CTNNBIP1/RUNX3/CSF1/SOX13/HLX/DUSP10/ITPKB/NLRP3/IL2RA/GATA3/ZMIZ1/MDK/ZBTB16/KITLG/GPR68/IL4R/PIK3R6/MALT1/GLI2/CASP8/INPP5D/RUNX1/TGFBR2/NFKBIZ/CD86/IL2/IL15/IL7R/AP3B1/CD74/CD83/HLA-DRA/HLA-DRB1/GLI3/RIPK2/TMEM64/TRIB1/ANXA1/SYK	39
GO:1903708	positive regulation of hemopoiesis	39/2625	154/18862	0.000114866450494073	0.0032665477695803	0.00253636712417667	CTNNBIP1/RUNX3/CSF1/SOX13/HLX/DUSP10/ITPKB/NLRP3/IL2RA/GATA3/ZMIZ1/MDK/ZBTB16/KITLG/GPR68/IL4R/PIK3R6/MALT1/GLI2/CASP8/INPP5D/RUNX1/TGFBR2/NFKBIZ/CD86/IL2/IL15/IL7R/AP3B1/CD74/CD83/HLA-DRA/HLA-DRB1/GLI3/RIPK2/TMEM64/TRIB1/ANXA1/SYK	39
GO:0071496	cellular response to external stimulus	66/2625	303/18862	0.000116023917056817	0.00328432840439275	0.00255017320348929	MFSD2A/VCAM1/ELAPOR1/IFI16/NUAK2/ATF3/TLR5/BECN2/AKR1C3/FAS/BAG3/BNIP3/AMBRA1/SIK2/LRRK2/VDR/KICS2/ATP2B1/GCN1/STK24/PRKD1/CLEC16A/MYH13/KRT20/KCNJ2/PIEZO2/PMAIP1/BCL2/ICAM1/ARHGAP35/EIF2AK2/INHBB/NR4A2/DAPL1/CASP8/HDAC4/CD40/CYP24A1/ATG7/PPARG/DAG1/FAM107A/CASR/PIK3R4/IL15/TLR3/DAP/PTGER4/NIM1K/CARTPT/IRF1/BMP6/RIPOR2/BAK1/ATG5/FOXO3/WIPI2/TBL2/MTPN/TRIM24/PRKAG2/TNKS/LPL/WRN/TNC/TLR4	66
GO:0002819	regulation of adaptive immune response	42/2625	170/18862	0.000116883410184075	0.00329355033902251	0.0025573337330349	TNFRSF14/XCL1/TNFSF18/PLA2G4A/HLX/DUSP10/SUSD4/NLRP3/GATA3/SLC15A4/TNFSF13B/IL4R/NOD2/TBX21/THOC1/MALT1/C3/RSAD2/IL1R1/FZD5/CD40/NFKBIZ/IL12A/IL2/IL7R/MEF2C/IRF1/NDFIP1/HLA-F/HLA-H/HLA-E/HLA-B/HLA-DRA/HLA-DRB1/MAP3K7/RIPK2/CD274/IL33/IFNB1/IFNA2/ANXA1/TRAF2	42
GO:0002699	positive regulation of immune effector process	51/2625	219/18862	0.000119813394432517	0.0033607657138321	0.00260952426534362	TNFRSF14/PLA2G5/SLAMF6/SH2D1B/XCL1/HLX/NLRP3/GATA3/PTPRJ/GAB2/CRTAM/GPRC5B/IL4R/NOD2/DHX58/TBX21/MALT1/C3/ADGRE2/CD177/RSAD2/IL1R1/FZD5/LBP/CD40/NFKBIZ/CD86/IL12A/CLNK/IL2/IL21/DDX60/F2RL1/FER/CD74/HLA-F/HLA-H/HLA-E/HLA-B/HLA-DRA/HLA-DRB1/MAP3K7/RAET1E/RIPK2/IL33/ANXA1/SYK/TLR4/STXBP1/TRAF2/VAMP7	51
GO:1904888	cranial skeletal system development	21/2625	65/18862	0.000121551308514099	0.00339408653773985	0.00263539679140834	TBX15/PRRX1/TGFB2/FGFR2/TULP3/CHST11/CRKL/TGFBR2/PDGFRA/NEUROG1/NDST1/RAB23/GLI3/INSIG1/MMP16/GRHL2/EXT1/COLEC10/RIC1/PAX5/TGFBR1	21
GO:0035456	response to interferon-beta	13/2625	31/18862	0.00012595649081449	0.00350125002169469	0.00271860571923926	IFI16/AIM2/IKBKE/CAPN2/IFITM3/XAF1/SHFL/IRGC/PNPT1/TLR3/IRF1/STING1/IFNB1	13
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	39/2625	155/18862	0.000133187496975363	0.00368565042078459	0.00286178657650154	XCL1/TNFSF18/PLA2G4A/HLX/SUSD4/NLRP3/GATA3/SLC15A4/TNFSF13B/IL4R/NOD2/TBX21/THOC1/MALT1/C3/RSAD2/IL1R1/FZD5/CD40/NFKBIZ/IL12A/IL2/IL7R/MEF2C/NDFIP1/HLA-F/HLA-H/HLA-E/HLA-B/HLA-DRA/HLA-DRB1/MAP3K7/RIPK2/CD274/IL33/IFNB1/IFNA2/ANXA1/TRAF2	39
GO:0048525	negative regulation of viral process	26/2625	89/18862	0.000134211492871301	0.00369740679691427	0.00287091501668308	ISG15/IFI16/IFIT1/IFITM3/OAS1/OAS3/OAS2/OASL/PML/CIITA/SHFL/IFNL3/RSAD2/EIF2AK2/MX1/APOBEC3B/APOBEC3D/APOBEC3F/APOBEC3G/TNIP1/SRPK2/LY6E/PARP10/IFNB1/IFNA2/GSN	26
GO:0031098	stress-activated protein kinase signaling cascade	61/2625	276/18862	0.000135214261135357	0.00370847646873905	0.00287951025351178	MAGI3/MAPKAPK2/TRAF5/TGFB2/DUSP10/ERCC6/FAS/HIPK3/MAP4K5/IGF1R/MAPK8IP3/NOD2/MARVELD3/NCOR1/MAP3K3/SERPINB3/XDH/EIF2AK2/MAP4K4/PLCB1/PAK5/CRKL/IRAK2/ULK4/MIR138-1/CASR/TF/EPHB1/MECOM/MAP3K13/TNIP2/TLR3/ZNF622/PTGER4/F2RL1/SH3RF2/FBXW11/DUSP1/MAPK9/VEGFA/ANKRD6/MAP3K7/GRIK2/TPD52L1/SASH1/MAP3K4/PRKN/MTURN/SEMA3A/WNT16/PTK2B/PBK/RIPK2/TRIB1/SYK/TLR4/TRAF1/DAB2IP/TRAF2/TAB3/PAK3	61
GO:0046777	protein autophosphorylation	52/2625	226/18862	0.000142954761365887	0.00390342403711899	0.00303088064153479	ERRFI1/MAPKAPK2/FGFR2/MRE11/SIK2/LRRK2/STK24/PRKD1/MARK3/PEAK1/IQGAP1/IGF1R/NLK/MAP3K3/STK11/INSR/PRKCG/ALK/EIF2AK2/AAK1/ERBB4/EPHA4/SRC/CHEK2/NEK10/GSK3B/EPHB1/MAP3K13/TEC/PDGFRA/CAMK2D/PDGFC/VEGFC/FER/CAMK4/ITK/FGFR4/VEGFA/EPHA7/LMTK2/TRIM24/PTK2B/FGFR1/PTK2/JAK2/TEK/MELK/NTRK2/DAPK1/NEK6/DDX3X/RAP2C	52
GO:0071902	positive regulation of protein serine/threonine kinase activity	67/2625	311/18862	0.000145665567014583	0.00395992164778411	0.0030747491817778	LPAR3/ATP2B4/MAPKAPK2/CCNY/ERCC6/DUSP5/INCENP/LRRK2/KITLG/FZD10/HTR2A/SPRY2/MAP4K5/CHRNA7/THBS1/AKAP13/IQGAP1/MAPK8IP3/NOD2/PIK3R6/DBF4B/FAM20A/TNFRSF11A/INSR/ALK/FZD5/EPHA4/SRC/CD40/TIAM1/CRKL/IRAK2/NEK10/ROBO1/TF/PIK3CB/DIPK2A/MAP3K13/EGF/PDGFC/RAPGEF2/GHR/ITGA1/FGF1/CD74/EDN1/VEGFA/MAP3K7/TPD52L1/SASH1/MAP3K4/PTK2B/PBK/NRG1/FGFR1/TCIM/RIPK2/CKS2/SYK/LPAR1/TLR4/DAB2IP/TRAF2/TAB3/DDX3X/PAK3/TENM1	67
GO:0051607	defense response to virus	58/2625	260/18862	0.000150075285690289	0.00400433676992666	0.00310923606627027	ISG15/IFI6/PUM1/IFI44L/GBP1/IFI16/AIM2/IL2RA/POLR3A/IFIT1/GPAM/BNIP3/IFITM3/BIRC3/APOBEC1/POLR3B/OAS1/OAS3/OAS2/OASL/PML/NLRC5/DHX58/SEC14L1/PMAIP1/BCL2/SHFL/IFNL3/RSAD2/DDX1/PUM2/EIF2AK2/BCL2L1/CD40/ZBP1/MX2/MX1/APOBEC3B/APOBEC3D/APOBEC3F/APOBEC3G/ATG7/SELENOK/DTX3L/RTP4/IL21/IL15/DDX60/TLR3/F2RL1/IRF1/STING1/ILRUN/OPRK1/IL33/IFNB1/IFNW1/IFNA2	58
GO:0140546	defense response to symbiont	58/2625	260/18862	0.000150075285690289	0.00400433676992666	0.00310923606627027	ISG15/IFI6/PUM1/IFI44L/GBP1/IFI16/AIM2/IL2RA/POLR3A/IFIT1/GPAM/BNIP3/IFITM3/BIRC3/APOBEC1/POLR3B/OAS1/OAS3/OAS2/OASL/PML/NLRC5/DHX58/SEC14L1/PMAIP1/BCL2/SHFL/IFNL3/RSAD2/DDX1/PUM2/EIF2AK2/BCL2L1/CD40/ZBP1/MX2/MX1/APOBEC3B/APOBEC3D/APOBEC3F/APOBEC3G/ATG7/SELENOK/DTX3L/RTP4/IL21/IL15/DDX60/TLR3/F2RL1/IRF1/STING1/ILRUN/OPRK1/IL33/IFNB1/IFNW1/IFNA2	58
GO:0048562	embryonic organ morphogenesis	61/2625	277/18862	0.000150283922776449	0.00400433676992666	0.00310923606627027	EPHB2/GRHL3/PHACTR4/TBX15/VANGL2/PRRX1/HLX/RYR2/GATA3/FGFR2/ALX4/TULP3/LRP6/CHST11/TBX3/SPRY2/SLITRK6/FBN1/NTN1/TBX21/HOXB4/NOG/RPL38/TTC39C/TSHZ1/WDPCP/GLI2/ACVR1/SP3/FRZB/FZD5/OVOL2/MAFB/BMP7/RARB/EOMES/TGFBR2/LRIG1/CLRN1/CCDC39/PDGFRA/MEF2C/NEUROG1/POU4F3/NDST1/HAND1/EDN1/RIPOR2/MYO6/TBX18/HOXA4/GLI3/WNT16/INSIG1/SOX17/EYA1/MMP16/GRHL2/PAX5/TGFBR1/TBX22	61
GO:0010469	regulation of signaling receptor activity	45/2625	188/18862	0.000150483390754785	0.00400433676992666	0.00310923606627027	ERRFI1/EPHB2/TAL1/CNIH3/ACTN2/GREM2/NRP1/MTRNR2L7/SHANK2/IL18BP/DLG2/ESR2/GRIN2A/SHISA9/SHISA6/VPS25/NOG/DLGAP1/SHANK1/LYPD6B/DLGAP4/SRC/SPINT3/PPARG/NLGN1/PPARGC1A/AREG/DKK2/EGF/PDE4D/HOMER1/MEF2C/GRIA1/EDN1/OPRM1/NPTX2/SERPINE1/RELN/DLGAP2/PTK2B/LY6E/JAK2/DAPK1/GRIN1/AGTR2	45
GO:0038084	vascular endothelial growth factor signaling pathway	17/2625	48/18862	0.000150543855229782	0.00400433676992666	0.00310923606627027	PIK3CD/NRP1/DCN/SPRY2/PRKD1/CCBE1/XDH/NRP2/ROBO1/PIK3CB/IL12A/PDGFRA/ADAMTS3/VEGFC/VEGFA/ADGRA2/DAB2IP	17
GO:0045444	fat cell differentiation	51/2625	221/18862	0.00015243521941707	0.0040232632217656	0.00312393183489446	PRDM16/PTGS2/SOX13/DUSP10/GATA3/EGR2/TCF7L2/BNIP3/ARNTL/ZBTB16/WNT5B/LMO3/ZNF385A/CMKLR1/HTR2A/WDFY2/RORA/SMAD6/SOX8/NUDT7/METRNL/LRP3/TRIB2/ASXL2/INHBB/NR4A2/FRZB/PLCB1/MAFB/BMP7/PPARG/CTBP1/PPARGC1A/PDGFRA/PLAC8/BBS12/TRIO/RREB1/TFAP2B/FAM120B/ARL4A/BBS9/STEAP4/CCDC71L/INSIG1/LPL/EBF2/TMEM64/RUNX1T1/ZFPM2/KLF4	51
GO:2000243	positive regulation of reproductive process	24/2625	80/18862	0.000152559324889508	0.0040232632217656	0.00312393183489446	ZP4/WT1/PDE3A/EDNRB/PRDM7/SMURF2/PLB1/TACR1/INHBB/HDAC4/PLCB1/SRC/TACR3/PRDM9/ANKRD31/LHFPL2/YTHDC2/VEGFA/CCR6/POMZP3/SEMA3A/DEFB1/PIWIL2/ZFPM2	24
GO:0021543	pallium development	39/2625	156/18862	0.00015410375278543	0.00404669897208037	0.00314212892577503	MFSD2A/EIF2B3/SRGAP2C/LMX1A/ATP2B4/SRGAP2/ZMIZ1/BNIP3/TSKU/FEZ1/LRP6/SYNE2/BCL2A1/PAFAH1B1/CDH2/XRCC1/ALK/RTN4/PLCB1/CRKL/ROBO1/GSK3B/TMEM108/SLIT2/EPHA5/ANXA3/PHACTR1/POU3F2/NPY/GLI3/CDK6/RELN/LAMB1/FOXP2/CNTNAP2/TRAPPC9/PAX5/NTRK2/DAB2IP	39
GO:0042063	gliogenesis	62/2625	283/18862	0.000155221539169834	0.00405878016193663	0.00315150957315381	SKI/EIF2B3/TAL1/CSF1/SRGAP2C/SOX13/SRGAP2/TGFB2/DUSP10/ZNF365/EGR2/ZMIZ1/BNIP3/ASCL2/SOX6/MDK/TENM4/P2RX4/WASF3/TRPC4/SYNE2/DICER1/SOX8/CX3CL1/PAFAH1B1/CCL3/NOG/CDH2/B4GALT6/LDLR/RTN4/LRP2/EPHA4/SERPINE2/BOK/NKX2-2/MMP24/B4GALT5/TIAM1/BACE2/CRKL/PPARG/MOBP/DAG1/PRKCI/PRDM8/UFL1/POU3F2/GLI3/CDK6/RELN/LAMB1/PTPRZ1/PTK2B/IL33/NFIB/ANXA1/NTRK2/LPAR1/TLR4/GSN/DAB2IP	62
GO:0060326	cell chemotaxis	66/2625	306/18862	0.000156898526819797	0.00408531986921927	0.0031721167847378	PIK3CD/PDE4B/VCAM1/VAV3/CSF1/RAB13/FCER1G/XCL2/XCL1/TNFSF18/TGFB2/NRP1/CH25H/MDK/PTPRO/ANO6/BIN2/CMKLR1/P2RX4/EDNRB/PRKD1/THBS1/NOD2/CX3CL1/MMP28/CCL3/TNFRSF11A/ADGRE2/DPP4/LBP/PREX1/TIAM1/TRPM2/CRKL/XCR1/CCR5/EPHB1/IL12A/SLIT2/PDGFRA/CXCL8/CXCL6/CXCL1/CXCL13/VEGFC/ITGA1/F2RL1/FGF1/CD74/DUSP1/EDN1/RIPOR2/VEGFA/TPBG/CCR6/CCL26/SERPINE1/DOCK4/MET/MTUS1/PTK2B/FGFR1/PTK2/ANXA1/SYK/LPAR1	66
GO:0051924	regulation of calcium ion transport	54/2625	238/18862	0.000158035103753274	0.00409762447588845	0.00318167090793853	PDE4B/LPAR3/RGS4/XCL1/ATP1B1/SLC30A1/RYR2/STIM1/P2RY6/DRD2/UBASH3B/ATP2B1/P2RX7/P2RX4/FGF14/AKAP6/BDKRB1/GRAMD2A/PML/CX3CL1/PLCG2/RCVRN/TRPV2/CCL3/BCL2/ICAM1/CACNG6/LILRA2/EHD3/SLC8A1/THADA/PRKCE/CACNB4/GCG/PRNP/JPH2/CASR/HTT/STIM2/EGF/ANK2/CAMK2D/PDE4D/HOMER1/BAK1/ATG5/TRDN/CACNA2D1/STC1/PTK2B/TMC1/GRIN1/DMD/CLIC2	54
GO:0003272	endocardial cushion formation	11/2625	24/18862	0.000160694222510028	0.0041318501962891	0.00320824605642828	TGFB2/TMEM100/NOG/ACVR1/BMP7/TGFBR2/ROBO2/ROBO1/RBPJ/BMP5/TGFBR1	11
GO:0030318	melanocyte differentiation	11/2625	24/18862	0.000160694222510028	0.0041318501962891	0.00320824605642828	LRMDA/ADAMTS20/KITLG/EDNRB/OCA2/SLC24A5/BCL2/MREG/MEF2C/GLI3/TYRP1	11
GO:0060337	type I interferon signaling pathway	27/2625	95/18862	0.000167320339161208	0.00428437266789964	0.00332667474934185	ISG15/IFI6/GBP2/IKBKE/IFIT1/IFITM3/OAS1/OAS3/OAS2/OASL/NLRC5/IRF8/XAF1/RSAD2/SP100/ZBP1/MX2/MX1/USP18/IRF1/HLA-F/HLA-H/HLA-E/HLA-B/YTHDF3/IFNB1/IFNA2	27
GO:0090288	negative regulation of cellular response to growth factor stimulus	30/2625	110/18862	0.000168937949015917	0.00430791769990589	0.00334495669386888	SKI/ATP2B4/GREM2/GATA3/MMRN2/SORL1/DCN/SHISA2/SPRY2/THBS1/FBN1/SMAD6/TOB1/NOG/SMURF2/XDH/CRIM1/LRP2/VWC2L/PPARG/PIK3CB/IL12A/SLIT2/CXCL13/ADAMTS12/BMPER/SMURF1/ADGRA2/DAB2IP/AGTR2	30
